session_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,flow_count
221.127.143.187:None->192.168.1.38:None-6,221.127.143.187,192.168.1.38,,,6,1,62,1
192.168.1.38:None->212.104.214.211:None-17,192.168.1.38,212.104.214.211,,,17,1,107,1
212.104.214.211:None->192.168.1.38:None-17,212.104.214.211,192.168.1.38,,,17,1,120,1
192.168.1.38:None->178.164.125.178:None-17,192.168.1.38,178.164.125.178,,,17,1,107,1
178.164.125.178:None->192.168.1.38:None-17,178.164.125.178,192.168.1.38,,,17,1,120,1
192.168.1.38:None->178.175.143.27:None-6,192.168.1.38,178.175.143.27,,,6,3,186,2
192.168.1.38:None->67.220.85.116:None-6,192.168.1.38,67.220.85.116,,,6,1,62,1
192.168.1.38:None->103.157.203.22:None-17,192.168.1.38,103.157.203.22,,,17,1,62,1
192.168.1.38:None->106.192.208.220:None-17,192.168.1.38,106.192.208.220,,,17,1,62,1
192.168.1.38:None->115.99.217.164:None-17,192.168.1.38,115.99.217.164,,,17,1,62,1
192.168.1.38:None->46.153.243.122:None-6,192.168.1.38,46.153.243.122,,,6,1,62,1
192.168.1.38:None->103.139.5.108:None-6,192.168.1.38,103.139.5.108,,,6,2,116,1
192.168.1.38:None->182.181.186.200:None-6,192.168.1.38,182.181.186.200,,,6,1,62,1
192.168.1.38:None->103.134.157.86:None-6,192.168.1.38,103.134.157.86,,,6,1,62,1
192.168.1.38:None->103.77.47.229:None-6,192.168.1.38,103.77.47.229,,,6,1,62,1
192.168.1.38:None->176.205.35.155:None-17,192.168.1.38,176.205.35.155,,,17,44,3157,3
192.168.1.38:None->116.73.134.32:None-6,192.168.1.38,116.73.134.32,,,6,1,62,1
192.168.1.38:None->47.11.99.200:None-6,192.168.1.38,47.11.99.200,,,6,1,62,1
192.168.1.38:None->60.254.31.137:None-6,192.168.1.38,60.254.31.137,,,6,2,116,1
192.168.1.38:None->37.19.197.235:None-6,192.168.1.38,37.19.197.235,,,6,1,62,1
192.168.1.38:None->165.85.169.249:None-6,192.168.1.38,165.85.169.249,,,6,1,62,1
192.168.1.38:None->119.15.154.100:None-6,192.168.1.38,119.15.154.100,,,6,1,62,1
192.168.1.38:None->49.36.81.238:None-6,192.168.1.38,49.36.81.238,,,6,1,62,1
192.168.1.38:None->217.217.112.218:None-6,192.168.1.38,217.217.112.218,,,6,1,62,1
192.168.1.38:None->152.58.181.160:None-6,192.168.1.38,152.58.181.160,,,6,1,62,1
192.168.1.38:None->27.34.70.21:None-6,192.168.1.38,27.34.70.21,,,6,1,62,1
192.168.1.38:None->185.255.128.186:None-6,192.168.1.38,185.255.128.186,,,6,1,62,1
192.168.1.38:None->223.185.37.57:None-6,192.168.1.38,223.185.37.57,,,6,1,62,1
192.168.1.38:None->157.10.26.125:None-6,192.168.1.38,157.10.26.125,,,6,1,62,1
192.168.1.38:None->122.172.86.106:None-17,192.168.1.38,122.172.86.106,,,17,1,62,1
192.168.1.38:None->106.219.157.123:None-6,192.168.1.38,106.219.157.123,,,6,1,62,1
192.168.1.38:None->103.83.128.83:None-6,192.168.1.38,103.83.128.83,,,6,1,62,1
192.168.1.38:None->158.173.152.52:None-6,192.168.1.38,158.173.152.52,,,6,1,62,1
192.168.1.38:None->41.136.47.76:None-6,192.168.1.38,41.136.47.76,,,6,1,62,1
192.168.1.38:None->185.121.168.96:None-17,192.168.1.38,185.121.168.96,,,17,1,58,1
192.168.1.38:None->185.243.218.213:None-17,192.168.1.38,185.243.218.213,,,17,1,58,1
192.168.1.38:None->91.216.110.53:None-17,192.168.1.38,91.216.110.53,,,17,1,58,1
192.168.1.38:None->209.141.59.16:None-17,192.168.1.38,209.141.59.16,,,17,1,58,1
192.168.1.38:None->44.30.4.4:None-17,192.168.1.38,44.30.4.4,,,17,1,58,1
192.168.1.38:None->54.39.48.3:None-17,192.168.1.38,54.39.48.3,,,17,1,58,1
192.168.1.38:None->211.75.210.221:None-17,192.168.1.38,211.75.210.221,,,17,1,58,1
192.168.1.38:None->135.125.236.64:None-17,192.168.1.38,135.125.236.64,,,17,1,58,1
192.168.1.38:None->91.186.213.204:None-17,192.168.1.38,91.186.213.204,,,17,1,58,1
192.168.1.38:None->43.250.54.137:None-17,192.168.1.38,43.250.54.137,,,17,1,58,1
192.168.1.38:None->103.224.212.203:None-17,192.168.1.38,103.224.212.203,,,17,1,58,1
192.168.1.38:None->13.248.169.48:None-17,192.168.1.38,13.248.169.48,,,17,1,58,1
103.139.5.108:None->192.168.1.38:None-6,103.139.5.108,192.168.1.38,,,6,1,62,1
115.99.217.164:None->192.168.1.38:None-1,115.99.217.164,192.168.1.38,,,1,1,90,1
60.254.31.137:None->192.168.1.38:None-6,60.254.31.137,192.168.1.38,,,6,1,62,1
115.99.217.164:None->192.168.1.38:None-17,115.99.217.164,192.168.1.38,,,17,1,62,1
193.200.221.4:None->192.168.1.38:None-6,193.200.221.4,192.168.1.38,,,6,2,108,1
154.72.20.43:None->192.168.1.38:None-6,154.72.20.43,192.168.1.38,,,6,1,54,1
176.205.35.155:None->192.168.1.38:None-17,176.205.35.155,192.168.1.38,,,17,90,124428,2
157.10.26.125:None->192.168.1.38:None-1,157.10.26.125,192.168.1.38,,,1,1,70,1
192.168.1.38:None->103.125.179.183:None-6,192.168.1.38,103.125.179.183,,,6,1,62,1
192.168.1.38:None->193.200.221.4:None-6,192.168.1.38,193.200.221.4,,,6,1,62,1
103.125.179.183:None->192.168.1.38:None-6,103.125.179.183,192.168.1.38,,,6,1,54,1
192.168.1.38:None->110.44.115.136:None-6,192.168.1.38,110.44.115.136,,,6,1,62,1
192.168.1.38:None->36.9.64.192:None-6,192.168.1.38,36.9.64.192,,,6,1,62,1
192.168.1.38:None->43.230.135.199:None-6,192.168.1.38,43.230.135.199,,,6,1,62,1
192.168.1.38:None->49.207.240.197:None-6,192.168.1.38,49.207.240.197,,,6,1,62,1
192.168.1.38:None->144.48.108.199:None-6,192.168.1.38,144.48.108.199,,,6,1,62,1
192.168.1.38:None->110.38.250.21:None-6,192.168.1.38,110.38.250.21,,,6,1,62,1
192.168.1.38:None->202.142.76.240:None-6,192.168.1.38,202.142.76.240,,,6,1,62,1
192.168.1.38:None->103.181.15.132:None-6,192.168.1.38,103.181.15.132,,,6,1,62,1
192.168.1.38:None->103.110.48.95:None-6,192.168.1.38,103.110.48.95,,,6,1,62,1
192.168.1.38:None->122.177.240.208:None-6,192.168.1.38,122.177.240.208,,,6,1,62,1
192.168.1.38:None->72.255.62.216:None-6,192.168.1.38,72.255.62.216,,,6,1,62,1
192.168.1.38:None->49.43.181.83:None-6,192.168.1.38,49.43.181.83,,,6,1,62,1
192.168.1.38:None->223.233.83.163:None-6,192.168.1.38,223.233.83.163,,,6,1,62,1
192.168.1.38:None->165.99.174.212:None-6,192.168.1.38,165.99.174.212,,,6,1,62,1
192.168.1.38:None->103.135.229.59:None-6,192.168.1.38,103.135.229.59,,,6,1,62,1
192.168.1.38:None->152.58.159.26:None-6,192.168.1.38,152.58.159.26,,,6,1,62,1
192.168.1.38:None->110.44.9.11:None-6,192.168.1.38,110.44.9.11,,,6,1,62,1
192.168.1.38:None->32.1.8.248:None-6,192.168.1.38,32.1.8.248,,,6,1,62,1
192.168.1.38:None->112.196.188.4:None-6,192.168.1.38,112.196.188.4,,,6,1,62,1
192.168.1.38:None->152.59.6.70:None-6,192.168.1.38,152.59.6.70,,,6,1,62,1
192.168.1.38:None->59.91.221.112:None-6,192.168.1.38,59.91.221.112,,,6,1,62,1
192.168.1.38:None->93.45.87.242:None-6,192.168.1.38,93.45.87.242,,,6,1,62,1
192.168.1.38:None->103.192.64.222:None-6,192.168.1.38,103.192.64.222,,,6,1,62,1
192.168.1.38:None->203.134.248.23:None-6,192.168.1.38,203.134.248.23,,,6,1,62,1
192.168.1.38:None->36.0.26.0:None-6,192.168.1.38,36.0.26.0,,,6,1,62,1
192.168.1.38:None->36.4.124.0:None-6,192.168.1.38,36.4.124.0,,,6,1,62,1
192.168.1.38:None->161.142.179.251:None-6,192.168.1.38,161.142.179.251,,,6,2,124,2
192.168.1.38:None->39.50.239.158:None-6,192.168.1.38,39.50.239.158,,,6,2,124,2
192.168.1.38:None->5.107.207.3:None-6,192.168.1.38,5.107.207.3,,,6,1,62,1
192.168.1.38:None->45.117.114.81:None-17,192.168.1.38,45.117.114.81,,,17,2,192,1
192.168.1.38:None->103.57.240.187:None-6,192.168.1.38,103.57.240.187,,,6,1,62,1
192.168.1.38:None->36.5.2.1:None-6,192.168.1.38,36.5.2.1,,,6,1,62,1
192.168.1.38:None->150.129.135.198:None-6,192.168.1.38,150.129.135.198,,,6,1,62,1
192.168.1.38:None->43.230.92.88:None-6,192.168.1.38,43.230.92.88,,,6,1,62,1
192.168.1.38:None->119.15.154.108:None-6,192.168.1.38,119.15.154.108,,,6,1,62,1
192.168.1.38:None->103.157.202.2:None-6,192.168.1.38,103.157.202.2,,,6,1,62,1
192.168.1.38:None->157.10.56.103:None-6,192.168.1.38,157.10.56.103,,,6,1,62,1
192.168.1.38:None->103.237.157.223:None-6,192.168.1.38,103.237.157.223,,,6,1,62,1
192.168.1.38:None->103.190.41.128:None-6,192.168.1.38,103.190.41.128,,,6,1,62,1
192.168.1.38:None->103.157.203.22:None-6,192.168.1.38,103.157.203.22,,,6,1,62,1
192.168.1.38:None->193.119.83.4:None-6,192.168.1.38,193.119.83.4,,,6,1,62,1
192.168.1.38:None->198.56.24.196:None-6,192.168.1.38,198.56.24.196,,,6,1,62,1
192.168.1.38:None->45.249.40.184:None-6,192.168.1.38,45.249.40.184,,,6,1,62,1
43.241.127.210:None->192.168.1.38:None-1,43.241.127.210,192.168.1.38,,,1,1,90,1
45.117.114.81:None->192.168.1.38:None-17,45.117.114.81,192.168.1.38,,,17,2,124,1
192.168.1.38:None->94.232.203.94:None-17,192.168.1.38,94.232.203.94,,,17,1,107,1
180.178.142.192:None->192.168.1.38:None-1,180.178.142.192,192.168.1.38,,,1,1,70,1
94.232.203.94:None->192.168.1.38:None-17,94.232.203.94,192.168.1.38,,,17,1,120,1
192.168.1.38:None->142.251.150.119:None-17,192.168.1.38,142.251.150.119,,,17,1,71,1
142.251.150.119:None->192.168.1.38:None-17,142.251.150.119,192.168.1.38,,,17,1,66,1
192.168.1.38:None->115.187.42.41:None-6,192.168.1.38,115.187.42.41,,,6,1,62,1
192.168.1.38:None->106.192.208.220:None-6,192.168.1.38,106.192.208.220,,,6,1,62,1
82.154.111.172:None->192.168.1.38:None-6,82.154.111.172,192.168.1.38,,,6,12,1227,4
104.16.103.112:None->192.168.1.38:None-6,104.16.103.112,192.168.1.38,,,6,10,730,6
192.168.1.38:None->35.186.224.24:None-6,192.168.1.38,35.186.224.24,,,6,9,1079,6
35.186.224.24:None->192.168.1.38:None-6,35.186.224.24,192.168.1.38,,,6,10,663,6
142.250.70.74:None->192.168.1.38:None-17,142.250.70.74,192.168.1.38,,,17,21,3102,8
192.168.1.38:None->142.250.70.74:None-17,192.168.1.38,142.250.70.74,,,17,18,1973,8
192.168.1.38:None->221.127.143.187:None-6,192.168.1.38,221.127.143.187,,,6,20,6752,6
192.168.1.38:None->104.16.103.112:None-6,192.168.1.38,104.16.103.112,,,6,6,516,5
192.168.1.38:None->104.16.102.112:None-6,192.168.1.38,104.16.102.112,,,6,29,13456,5
104.16.102.112:None->192.168.1.38:None-6,104.16.102.112,192.168.1.38,,,6,38,4790,5
192.168.1.38:None->35.186.224.35:None-6,192.168.1.38,35.186.224.35,,,6,11,871,7
35.186.224.35:None->192.168.1.38:None-6,35.186.224.35,192.168.1.38,,,6,11,754,7
192.168.1.38:None->142.250.70.106:None-17,192.168.1.38,142.250.70.106,,,17,8,609,6
142.250.70.106:None->192.168.1.38:None-17,142.250.70.106,192.168.1.38,,,17,7,472,6
192.168.1.38:None->192.168.1.255:None-17,192.168.1.38,192.168.1.255,,,17,5,430,5
192.168.1.38:None->35.186.224.22:None-6,192.168.1.38,35.186.224.22,,,6,3,165,3
35.186.224.22:None->192.168.1.38:None-6,35.186.224.22,192.168.1.38,,,6,3,198,3
192.168.1.38:None->224.0.0.22:None-2,192.168.1.38,224.0.0.22,,,2,11,594,4
104.18.39.21:None->192.168.1.38:None-6,104.18.39.21,192.168.1.38,,,6,20,1657,7
192.168.1.38:None->104.18.39.21:None-6,192.168.1.38,104.18.39.21,,,6,12,1010,7
192.168.1.38:None->239.255.255.250:None-17,192.168.1.38,239.255.255.250,,,17,13,3521,6
35.186.224.24:None->192.168.1.38:None-17,35.186.224.24,192.168.1.38,,,17,24,6856,5
192.168.1.38:None->35.186.224.24:None-17,192.168.1.38,35.186.224.24,,,17,23,13636,5
192.168.1.1:None->224.0.0.1:None-2,192.168.1.1,224.0.0.1,,,2,4,200,4
192.168.1.38:None->82.154.111.172:None-6,192.168.1.38,82.154.111.172,,,6,10,1279,2
81.227.217.222:None->192.168.1.38:None-6,81.227.217.222,192.168.1.38,,,6,8,979,2
192.168.1.38:None->81.227.217.222:None-6,192.168.1.38,81.227.217.222,,,6,9,1908,2
61.82.212.201:None->192.168.1.38:None-6,61.82.212.201,192.168.1.38,,,6,8,868,2
192.168.1.38:None->61.82.212.201:None-6,192.168.1.38,61.82.212.201,,,6,9,1490,2
192.168.1.38:None->162.159.61.3:None-17,192.168.1.38,162.159.61.3,,,17,24,10399,5
162.159.61.3:None->192.168.1.38:None-17,162.159.61.3,192.168.1.38,,,17,21,11815,5
192.168.1.38:None->62.56.175.216:None-6,192.168.1.38,62.56.175.216,,,6,9,834,3
192.168.1.35:None->224.0.0.251:None-17,192.168.1.35,224.0.0.251,,,17,5,515,5
192.168.1.38:None->1.1.1.1:None-17,192.168.1.38,1.1.1.1,,,17,8,687,5
1.1.1.1:None->192.168.1.38:None-17,1.1.1.1,192.168.1.38,,,17,7,1226,4
192.168.1.38:None->140.82.112.21:None-6,192.168.1.38,140.82.112.21,,,6,23,6511,5
140.82.112.21:None->192.168.1.38:None-6,140.82.112.21,192.168.1.38,,,6,26,14224,5
192.168.1.38:None->9.9.9.9:None-17,192.168.1.38,9.9.9.9,,,17,5,395,2
9.9.9.9:None->192.168.1.38:None-17,9.9.9.9,192.168.1.38,,,17,5,797,2
192.168.1.38:None->23.55.244.9:None-6,192.168.1.38,23.55.244.9,,,6,2,110,2
23.55.244.9:None->192.168.1.38:None-6,23.55.244.9,192.168.1.38,,,6,2,132,2
192.168.1.35:None->239.255.255.250:None-17,192.168.1.35,239.255.255.250,,,17,1,167,1
192.168.1.38:None->103.184.104.45:None-6,192.168.1.38,103.184.104.45,,,6,3,186,1
192.168.1.38:None->221.126.5.52:None-6,192.168.1.38,221.126.5.52,,,6,9,2484,1
221.126.5.52:None->192.168.1.38:None-6,221.126.5.52,192.168.1.38,,,6,3,170,1
192.168.1.38:None->60.141.54.189:None-17,192.168.1.38,60.141.54.189,,,17,1,107,1
60.141.54.189:None->192.168.1.38:None-17,60.141.54.189,192.168.1.38,,,17,1,110,1
192.168.1.38:None->157.7.202.64:None-6,192.168.1.38,157.7.202.64,,,6,5,649,1
157.7.202.64:None->192.168.1.38:None-6,157.7.202.64,192.168.1.38,,,6,6,505,1
192.168.1.38:None->158.69.146.212:None-6,192.168.1.38,158.69.146.212,,,6,3,186,1
192.168.1.38:None->76.223.54.146:None-6,192.168.1.38,76.223.54.146,,,6,3,186,1
192.168.1.38:None->120.29.79.178:None-6,192.168.1.38,120.29.79.178,,,6,5,310,1
120.29.79.178:None->192.168.1.38:None-6,120.29.79.178,192.168.1.38,,,6,5,270,1
192.168.1.38:None->224.0.0.251:None-17,192.168.1.38,224.0.0.251,,,17,1,87,1
192.168.1.38:None->2.50.50.159:None-6,192.168.1.38,2.50.50.159,,,6,3,186,1
192.168.1.38:None->89.67.179.188:None-6,192.168.1.38,89.67.179.188,,,6,3,186,1
2.50.50.159:None->192.168.1.38:None-6,2.50.50.159,192.168.1.38,,,6,3,162,1
89.67.179.188:None->192.168.1.38:None-6,89.67.179.188,192.168.1.38,,,6,3,162,1
192.168.1.38:None->152.168.38.148:None-6,192.168.1.38,152.168.38.148,,,6,1,62,1
152.168.38.148:None->192.168.1.38:None-6,152.168.38.148,192.168.1.38,,,6,1,54,1
20.207.73.82:None->192.168.1.38:None-6,20.207.73.82,192.168.1.38,,,6,15,13064,2
192.168.1.38:None->20.207.73.82:None-6,192.168.1.38,20.207.73.82,,,6,8,1477,2
192.168.1.38:None->57.144.124.192:None-6,192.168.1.38,57.144.124.192,,,6,2,116,1
57.144.124.145:None->192.168.1.38:None-6,57.144.124.145,192.168.1.38,,,6,6,449,2
192.168.1.38:None->57.144.124.145:None-6,192.168.1.38,57.144.124.145,,,6,4,297,2
140.82.112.26:None->192.168.1.38:None-6,140.82.112.26,192.168.1.38,,,6,11,4521,1
192.168.1.38:None->140.82.112.26:None-6,192.168.1.38,140.82.112.26,,,6,11,4311,1
192.168.1.38:None->192.178.211.188:None-6,192.168.1.38,192.178.211.188,,,6,2,134,1
192.178.211.188:None->192.168.1.38:None-6,192.178.211.188,192.168.1.38,,,6,2,134,1
192.168.1.38:None->59.10.200.66:None-17,192.168.1.38,59.10.200.66,,,17,1,107,1
59.10.200.66:None->192.168.1.38:None-17,59.10.200.66,192.168.1.38,,,17,1,120,1
62.56.175.216:None->192.168.1.38:None-6,62.56.175.216,192.168.1.38,,,6,1,58,1
192.168.1.38:None->142.250.206.165:None-6,192.168.1.38,142.250.206.165,,,6,1,59,1
142.250.206.165:None->192.168.1.38:None-6,142.250.206.165,192.168.1.38,,,6,1,66,1
192.168.1.38:None->142.250.207.195:None-17,192.168.1.38,142.250.207.195,,,17,6,3748,1
142.250.207.195:None->192.168.1.38:None-17,142.250.207.195,192.168.1.38,,,17,5,3986,1
86.59.139.150:None->192.168.1.38:None-6,86.59.139.150,192.168.1.38,,,6,3,170,1
192.168.1.38:None->86.59.139.150:None-6,192.168.1.38,86.59.139.150,,,6,4,284,1
192.168.1.38:None->182.10.131.14:None-6,192.168.1.38,182.10.131.14,,,6,2,124,2
192.168.1.38:None->89.141.77.92:None-6,192.168.1.38,89.141.77.92,,,6,2,124,2
192.168.1.38:None->182.189.96.71:None-6,192.168.1.38,182.189.96.71,,,6,2,124,2
192.168.1.38:None->47.199.229.172:None-6,192.168.1.38,47.199.229.172,,,6,2,124,2
192.168.1.38:None->2.51.171.176:None-6,192.168.1.38,2.51.171.176,,,6,2,124,2
192.168.1.38:None->46.122.98.124:None-6,192.168.1.38,46.122.98.124,,,6,2,124,2
192.168.1.38:None->86.58.7.7:None-6,192.168.1.38,86.58.7.7,,,6,2,124,2
192.168.1.38:None->103.82.252.126:None-6,192.168.1.38,103.82.252.126,,,6,2,124,2
192.168.1.38:None->45.130.83.171:None-6,192.168.1.38,45.130.83.171,,,6,2,124,2
192.168.1.38:None->178.23.112.146:None-6,192.168.1.38,178.23.112.146,,,6,2,124,2
192.168.1.38:None->177.172.202.87:None-6,192.168.1.38,177.172.202.87,,,6,2,124,2
192.168.1.38:None->49.192.93.137:None-6,192.168.1.38,49.192.93.137,,,6,2,124,2
192.168.1.38:None->41.10.34.136:None-6,192.168.1.38,41.10.34.136,,,6,2,124,2
192.168.1.38:None->77.29.42.245:None-6,192.168.1.38,77.29.42.245,,,6,2,124,2
192.168.1.38:None->192.166.246.56:None-6,192.168.1.38,192.166.246.56,,,6,2,124,2
192.168.1.38:None->122.161.72.226:None-6,192.168.1.38,122.161.72.226,,,6,2,124,2
192.168.1.38:None->146.70.205.134:None-6,192.168.1.38,146.70.205.134,,,6,2,124,2
192.168.1.38:None->149.22.91.179:None-6,192.168.1.38,149.22.91.179,,,6,3,186,2
192.168.1.38:None->103.183.25.149:None-6,192.168.1.38,103.183.25.149,,,6,3,186,2
192.168.1.38:None->149.22.81.104:None-6,192.168.1.38,149.22.81.104,,,6,3,186,2
37.66.147.158:None->192.168.1.38:None-1,37.66.147.158,192.168.1.38,,,1,1,70,1
192.168.1.38:None->187.226.88.64:None-17,192.168.1.38,187.226.88.64,,,17,1,107,1
192.168.1.38:None->1.193.78.128:None-6,192.168.1.38,1.193.78.128,,,6,2,124,2
192.168.1.38:None->45.128.199.105:None-6,192.168.1.38,45.128.199.105,,,6,2,124,2
192.168.1.38:None->170.245.17.187:None-6,192.168.1.38,170.245.17.187,,,6,2,124,2
192.168.1.38:None->84.217.34.125:None-6,192.168.1.38,84.217.34.125,,,6,2,124,2
192.168.1.38:None->217.217.112.235:None-6,192.168.1.38,217.217.112.235,,,6,2,124,2
192.168.1.38:None->90.188.243.224:None-6,192.168.1.38,90.188.243.224,,,6,2,124,2
192.168.1.38:None->110.235.236.253:None-6,192.168.1.38,110.235.236.253,,,6,2,124,2
192.168.1.38:None->178.152.91.189:None-6,192.168.1.38,178.152.91.189,,,6,2,124,2
192.168.1.38:None->24.118.126.10:None-6,192.168.1.38,24.118.126.10,,,6,2,124,2
192.168.1.38:None->219.91.213.139:None-6,192.168.1.38,219.91.213.139,,,6,2,124,2
192.168.1.38:None->79.116.238.120:None-6,192.168.1.38,79.116.238.120,,,6,2,124,2
192.168.1.38:None->185.21.85.66:None-6,192.168.1.38,185.21.85.66,,,6,2,124,2
192.168.1.38:None->217.217.121.132:None-6,192.168.1.38,217.217.121.132,,,6,2,124,2
192.168.1.38:None->39.48.35.208:None-6,192.168.1.38,39.48.35.208,,,6,2,124,2
192.168.1.38:None->109.93.75.206:None-6,192.168.1.38,109.93.75.206,,,6,2,124,2
192.168.1.38:None->223.190.85.153:None-6,192.168.1.38,223.190.85.153,,,6,2,124,2
192.168.1.38:None->43.250.165.117:None-6,192.168.1.38,43.250.165.117,,,6,2,124,2
187.226.88.64:None->192.168.1.38:None-17,187.226.88.64,192.168.1.38,,,17,1,120,1
192.168.1.38:None->148.66.95.195:None-6,192.168.1.38,148.66.95.195,,,6,2,124,2
192.168.1.38:None->83.76.53.77:None-6,192.168.1.38,83.76.53.77,,,6,2,124,2
192.168.1.38:None->116.147.250.120:None-6,192.168.1.38,116.147.250.120,,,6,2,124,2
192.168.1.38:None->99.237.64.62:None-6,192.168.1.38,99.237.64.62,,,6,2,124,2
192.168.1.38:None->185.172.52.95:None-6,192.168.1.38,185.172.52.95,,,6,2,124,2
192.168.1.38:None->202.47.39.159:None-6,192.168.1.38,202.47.39.159,,,6,2,124,2
192.168.1.38:None->179.101.253.232:None-6,192.168.1.38,179.101.253.232,,,6,2,124,2
192.168.1.38:None->147.236.105.226:None-6,192.168.1.38,147.236.105.226,,,6,2,124,2
192.168.1.38:None->188.252.198.205:None-6,192.168.1.38,188.252.198.205,,,6,2,124,2
192.168.1.38:None->213.130.79.172:None-6,192.168.1.38,213.130.79.172,,,6,2,124,2
192.168.1.38:None->116.206.167.19:None-6,192.168.1.38,116.206.167.19,,,6,2,124,2
192.168.1.38:None->182.235.31.66:None-6,192.168.1.38,182.235.31.66,,,6,2,124,2
192.168.1.38:None->75.182.88.243:None-6,192.168.1.38,75.182.88.243,,,6,2,124,2
192.168.1.38:None->176.100.43.218:None-6,192.168.1.38,176.100.43.218,,,6,2,124,2
192.168.1.38:None->67.160.65.25:None-6,192.168.1.38,67.160.65.25,,,6,2,124,2
192.168.1.38:None->211.27.183.145:None-6,192.168.1.38,211.27.183.145,,,6,2,124,2
192.168.1.38:None->157.119.177.47:None-6,192.168.1.38,157.119.177.47,,,6,2,124,2
192.168.1.38:None->109.245.149.150:None-6,192.168.1.38,109.245.149.150,,,6,2,124,2
192.168.1.38:None->37.66.147.158:None-6,192.168.1.38,37.66.147.158,,,6,2,124,2
192.168.1.38:None->203.23.179.20:None-6,192.168.1.38,203.23.179.20,,,6,2,124,2
192.168.1.38:None->84.20.25.150:None-6,192.168.1.38,84.20.25.150,,,6,2,124,2
192.168.1.38:None->52.119.118.153:None-6,192.168.1.38,52.119.118.153,,,6,2,124,2
192.168.1.38:None->80.85.118.135:None-6,192.168.1.38,80.85.118.135,,,6,2,124,2
192.168.1.38:None->115.69.33.239:None-6,192.168.1.38,115.69.33.239,,,6,2,124,2
192.168.1.38:None->193.2.92.102:None-6,192.168.1.38,193.2.92.102,,,6,2,124,2
192.168.1.38:None->79.45.25.150:None-6,192.168.1.38,79.45.25.150,,,6,2,124,2
192.168.1.38:None->173.254.204.71:None-6,192.168.1.38,173.254.204.71,,,6,2,124,2
221.127.143.187:None->192.168.1.38:None-6,221.127.143.187,192.168.1.38,,,6,1,62,1
192.168.1.38:None->212.104.214.211:None-17,192.168.1.38,212.104.214.211,,,17,1,107,1
212.104.214.211:None->192.168.1.38:None-17,212.104.214.211,192.168.1.38,,,17,1,120,1
192.168.1.38:None->178.164.125.178:None-17,192.168.1.38,178.164.125.178,,,17,1,107,1
178.164.125.178:None->192.168.1.38:None-17,178.164.125.178,192.168.1.38,,,17,1,120,1
192.168.1.38:None->178.175.143.27:None-6,192.168.1.38,178.175.143.27,,,6,3,186,2
192.168.1.38:None->67.220.85.116:None-6,192.168.1.38,67.220.85.116,,,6,1,62,1
192.168.1.38:None->103.157.203.22:None-17,192.168.1.38,103.157.203.22,,,17,1,62,1
192.168.1.38:None->106.192.208.220:None-17,192.168.1.38,106.192.208.220,,,17,1,62,1
192.168.1.38:None->115.99.217.164:None-17,192.168.1.38,115.99.217.164,,,17,1,62,1
192.168.1.38:None->46.153.243.122:None-6,192.168.1.38,46.153.243.122,,,6,1,62,1
192.168.1.38:None->103.139.5.108:None-6,192.168.1.38,103.139.5.108,,,6,2,116,1
192.168.1.38:None->182.181.186.200:None-6,192.168.1.38,182.181.186.200,,,6,1,62,1
192.168.1.38:None->103.134.157.86:None-6,192.168.1.38,103.134.157.86,,,6,1,62,1
192.168.1.38:None->103.77.47.229:None-6,192.168.1.38,103.77.47.229,,,6,1,62,1
192.168.1.38:None->176.205.35.155:None-17,192.168.1.38,176.205.35.155,,,17,65,4493,4
192.168.1.38:None->116.73.134.32:None-6,192.168.1.38,116.73.134.32,,,6,1,62,1
192.168.1.38:None->47.11.99.200:None-6,192.168.1.38,47.11.99.200,,,6,1,62,1
192.168.1.38:None->60.254.31.137:None-6,192.168.1.38,60.254.31.137,,,6,2,116,1
192.168.1.38:None->37.19.197.235:None-6,192.168.1.38,37.19.197.235,,,6,1,62,1
192.168.1.38:None->165.85.169.249:None-6,192.168.1.38,165.85.169.249,,,6,1,62,1
